date,age_format,cases
2020-10-27,10-14,757
2020-10-27,15-19,1539
2020-10-27,20-24,2253
2020-10-27,25-29,2083
2020-10-27,30-34,2021
2020-10-27,35-39,1799
2020-10-27,40-44,1641
2020-10-27,45-49,1670
2020-10-27,5-9,334
2020-10-27,50-54,1830
2020-10-27,55-59,1601
2020-10-27,60-64,1112
2020-10-27,65-69,697
2020-10-27,70-74,508
2020-10-27,75-79,420
2020-10-27,80-84,384
2020-10-27,85-89,300
2020-10-27,90+,230
2020-10-28,0-4,421
2020-10-28,10-14,650
2020-10-28,15-19,1418
2020-10-28,20-24,2212
2020-10-28,25-29,2148
2020-10-28,30-34,1943
2020-10-28,35-39,1751
2020-10-28,40-44,1622
2020-10-28,45-49,1718
2020-10-28,5-9,402
2020-10-28,50-54,1754
2020-10-28,55-59,1613
2020-10-28,60-64,1140
2020-10-28,65-69,711
2020-10-28,70-74,542
2020-10-28,75-79,373
2020-10-28,80-84,351
2020-10-28,85-89,289
2020-10-28,90+,235
2020-10-29,0-4,395
2020-10-29,10-14,702
2020-10-29,15-19,1360
2020-10-29,20-24,2200
2020-10-29,25-29,2105
2020-10-29,30-34,1894
2020-10-29,35-39,1733
2020-10-29,40-44,1639
2020-10-29,45-49,1773
2020-10-29,5-9,395
2020-10-29,50-54,1759
2020-10-29,55-59,1568
2020-10-29,60-64,1139
2020-10-29,65-69,703
2020-10-29,70-74,594
2020-10-29,75-79,464
2020-10-29,80-84,383
2020-10-29,85-89,301
2020-10-29,90+,286
2020-10-30,0-4,422
2020-10-30,10-14,670
2020-10-30,15-19,1317
2020-10-30,20-24,2019
2020-10-30,25-29,1925
2020-10-30,30-34,1820
2020-10-30,35-39,1636
2020-10-30,40-44,1569
2020-10-30,45-49,1652
2020-10-30,5-9,384
2020-10-30,50-54,1763
2020-10-30,55-59,1593
2020-10-30,60-64,1172
2020-10-30,65-69,719
2020-10-30,70-74,606
2020-10-30,75-79,435
2020-10-30,80-84,385
2020-10-30,85-89,315
2020-10-30,90+,258
2020-10-31,0-4,262
2020-10-31,10-14,491
2020-10-31,15-19,891
2020-10-31,20-24,1264
2020-10-31,25-29,1401
2020-10-31,30-34,1299
2020-10-31,35-39,1267
2020-10-31,40-44,1128
2020-10-31,45-49,1158
2020-10-31,5-9,260
2020-10-31,50-54,1235
2020-10-31,55-59,1091
2020-10-31,60-64,772
2020-10-31,65-69,465
2020-10-31,70-74,401
2020-10-31,75-79,270
2020-10-31,80-84,231
2020-10-31,85-89,175
2020-10-31,90+,127
2020-11-01,0-4,261
2020-11-01,10-14,514
2020-11-01,15-19,967
2020-11-01,20-24,1481
2020-11-01,25-29,1410
2020-11-01,30-34,1421
2020-11-01,35-39,1312
2020-11-01,40-44,1333
2020-11-01,45-49,1326
2020-11-01,5-9,291
2020-11-01,50-54,1344
2020-11-01,55-59,1161
2020-11-01,60-64,818
2020-11-01,65-69,510
2020-11-01,70-74,456
2020-11-01,75-79,333
2020-11-01,80-84,310
2020-11-01,85-89,245
2020-11-01,90+,200
2020-11-02,0-4,500
2020-11-02,10-14,967
2020-11-02,15-19,1774
2020-11-02,20-24,2675
2020-11-02,25-29,2692
2020-11-02,30-34,2535
2020-11-02,35-39,2491
2020-11-02,40-44,2239
2020-11-02,45-49,2327
2020-11-02,5-9,534
2020-11-02,50-54,2497
2020-11-02,55-59,2144
2020-11-02,60-64,1562
2020-11-02,65-69,989
2020-11-02,70-74,787
2020-11-02,75-79,603
2020-11-02,80-84,554
2020-11-02,85-89,472
2020-11-02,90+,391
2020-11-03,0-4,400
2020-11-03,10-14,784
2020-11-03,15-19,1454
2020-11-03,20-24,2119
2020-11-03,25-29,2049
2020-11-03,30-34,1955
2020-11-03,35-39,1837
2020-11-03,40-44,1697
2020-11-03,45-49,1754
2020-11-03,5-9,448
2020-11-03,50-54,1809
2020-11-03,55-59,1598
2020-11-03,60-64,1277
2020-11-03,65-69,740
2020-11-03,70-74,599
2020-11-03,75-79,456
2020-11-03,80-84,391
2020-11-03,85-89,319
2020-11-03,90+,312
2020-11-04,0-4,438
2020-11-04,10-14,844
2020-11-04,15-19,1507
2020-11-04,20-24,2224
2020-11-04,25-29,2227
2020-11-04,30-34,2133
2020-11-04,35-39,1842
2020-11-04,40-44,1706
2020-11-04,45-49,1759
2020-11-04,5-9,429
2020-11-04,50-54,1897
2020-11-04,55-59,1750
2020-11-04,60-64,1248
2020-11-04,65-69,758
2020-11-04,70-74,584
2020-11-04,75-79,475
2020-11-04,80-84,409
2020-11-04,85-89,383
2020-11-04,90+,357
2020-11-05,0-4,457
2020-11-05,10-14,846
2020-11-05,15-19,1543
2020-11-05,20-24,2287
2020-11-05,25-29,2070
2020-11-05,30-34,2013
2020-11-05,35-39,1763
2020-11-05,40-44,1619
2020-11-05,45-49,1677
2020-11-05,5-9,420
2020-11-05,50-54,1806
2020-11-05,55-59,1675
2020-11-05,60-64,1195
2020-11-05,65-69,688
2020-11-05,70-74,564
2020-11-05,75-79,420
2020-11-05,80-84,384
2020-11-05,85-89,303
2020-11-05,90+,264
2020-11-06,0-4,404
2020-11-06,10-14,805
2020-11-06,15-19,1438
2020-11-06,20-24,2149
2020-11-06,25-29,2057
2020-11-06,30-34,1876
2020-11-06,35-39,1773
2020-11-06,40-44,1651
2020-11-06,45-49,1596
2020-11-06,5-9,445
2020-11-06,50-54,1861
2020-11-06,55-59,1532
2020-11-06,60-64,1126
2020-11-06,65-69,711
2020-11-06,70-74,593
2020-11-06,75-79,514
2020-11-06,80-84,384
2020-11-06,85-89,326
2020-11-06,90+,311
2020-11-07,0-4,331
2020-11-07,10-14,582
2020-11-07,15-19,1172
2020-11-07,20-24,1805
2020-11-07,25-29,1637
2020-11-07,30-34,1557
2020-11-07,35-39,1487
2020-11-07,40-44,1361
2020-11-07,45-49,1351
2020-11-07,5-9,329
2020-11-07,50-54,1393
2020-11-07,55-59,1273
2020-11-07,60-64,898
2020-11-07,65-69,542
2020-11-07,70-74,430
2020-11-07,75-79,338
2020-11-07,80-84,299
2020-11-07,85-89,253
2020-11-07,90+,176
2020-11-08,0-4,402
2020-11-08,10-14,581
2020-11-08,15-19,1284
2020-11-08,20-24,1824
2020-11-08,25-29,1805
2020-11-08,30-34,1730
2020-11-08,35-39,1619
2020-11-08,40-44,1397
2020-11-08,45-49,1421
2020-11-08,5-9,381
2020-11-08,50-54,1622
2020-11-08,55-59,1412
2020-11-08,60-64,982
2020-11-08,65-69,616
2020-11-08,70-74,489
2020-11-08,75-79,362
2020-11-08,80-84,308
2020-11-08,85-89,269
2020-11-08,90+,236
2020-11-09,0-4,525
2020-11-09,10-14,1095
2020-11-09,15-19,1889
2020-11-09,20-24,2723
2020-11-09,25-29,2619
2020-11-09,30-34,2543
2020-11-09,35-39,2205
2020-11-09,40-44,2116
2020-11-09,45-49,2199
2020-11-09,5-9,601
2020-11-09,50-54,2421
2020-11-09,55-59,2155
2020-11-09,60-64,1504
2020-11-09,65-69,1011
2020-11-09,70-74,758
2020-11-09,75-79,599
2020-11-09,80-84,474
2020-11-09,85-89,414
2020-11-09,90+,409
2020-11-10,0-4,497
2020-11-10,10-14,1024
2020-11-10,15-19,1638
2020-11-10,20-24,2379
2020-11-10,25-29,2334
2020-11-10,30-34,2248
2020-11-10,35-39,1953
2020-11-10,40-44,1843
2020-11-10,45-49,1944
2020-11-10,5-9,595
2020-11-10,50-54,2008
2020-11-10,55-59,1855
2020-11-10,60-64,1342
2020-11-10,65-69,875
2020-11-10,70-74,712
2020-11-10,75-79,545
2020-11-10,80-84,498
2020-11-10,85-89,426
2020-11-10,90+,378
2020-11-11,0-4,487
2020-11-11,10-14,1119
2020-11-11,15-19,1723
2020-11-11,20-24,2326
2020-11-11,25-29,2370
2020-11-11,30-34,2170
2020-11-11,35-39,2026
2020-11-11,40-44,1805
2020-11-11,45-49,1934
2020-11-11,5-9,565
2020-11-11,50-54,2124
2020-11-11,55-59,1912
2020-11-11,60-64,1387
2020-11-11,65-69,836
2020-11-11,70-74,699
2020-11-11,75-79,520
2020-11-11,80-84,481
2020-11-11,85-89,423
2020-11-11,90+,365
2020-11-12,0-4,424
2020-11-12,10-14,1003
2020-11-12,15-19,1611
2020-11-12,20-24,2029
2020-11-12,25-29,2146
2020-11-12,30-34,2012
2020-11-12,35-39,1812
2020-11-12,40-44,1699
2020-11-12,45-49,1759
2020-11-12,5-9,602
2020-11-12,50-54,1802
2020-11-12,55-59,1606
2020-11-12,60-64,1084
2020-11-12,65-69,707
2020-11-12,70-74,579
2020-11-12,75-79,464
2020-11-12,80-84,455
2020-11-12,85-89,373
2020-11-12,90+,327
2020-11-13,0-4,484
2020-11-13,10-14,1048
2020-11-13,15-19,1588
2020-11-13,20-24,1874
2020-11-13,25-29,1983
2020-11-13,30-34,1909
2020-11-13,35-39,1822
2020-11-13,40-44,1678
2020-11-13,45-49,1766
2020-11-13,5-9,597
2020-11-13,50-54,1839
2020-11-13,55-59,1670
2020-11-13,60-64,1108
2020-11-13,65-69,701
2020-11-13,70-74,624
2020-11-13,75-79,506
2020-11-13,80-84,459
2020-11-13,85-89,375
2020-11-13,90+,338
2020-11-14,0-4,368
2020-11-14,10-14,851
2020-11-14,15-19,1194
2020-11-14,20-24,1504
2020-11-14,25-29,1535
2020-11-14,30-34,1491
2020-11-14,35-39,1449
2020-11-14,40-44,1314
2020-11-14,45-49,1414
2020-11-14,5-9,417
2020-11-14,50-54,1439
2020-11-14,55-59,1284
2020-11-14,60-64,894
2020-11-14,65-69,537
2020-11-14,70-74,418
2020-11-14,75-79,366
2020-11-14,80-84,347
2020-11-14,85-89,249
2020-11-14,90+,169
2020-11-15,0-4,365
2020-11-15,10-14,720
2020-11-15,15-19,1069
2020-11-15,20-24,1170
2020-11-15,25-29,1316
2020-11-15,30-34,1255
2020-11-15,35-39,1208
2020-11-15,40-44,1193
2020-11-15,45-49,1216
2020-11-15,5-9,388
2020-11-15,50-54,1254
2020-11-15,55-59,1153
2020-11-15,60-64,758
2020-11-15,65-69,469
2020-11-15,70-74,384
2020-11-15,75-79,315
2020-11-15,80-84,291
2020-11-15,85-89,254
2020-11-15,90+,204
2020-11-16,0-4,522
2020-11-16,10-14,1432
2020-11-16,15-19,1631
2020-11-16,20-24,1847
2020-11-16,25-29,1941
2020-11-16,30-34,2000
2020-11-16,35-39,1906
2020-11-16,40-44,1871
2020-11-16,45-49,1940
2020-11-16,5-9,714
2020-11-16,50-54,2019
2020-11-16,55-59,1741
2020-11-16,60-64,1298
2020-11-16,65-69,778
2020-11-16,70-74,666
2020-11-16,75-79,515
2020-11-16,80-84,456
2020-11-16,85-89,400
2020-11-16,90+,401
2020-11-17,0-4,390
2020-11-17,10-14,1270
2020-11-17,15-19,1537
2020-11-17,20-24,1560
2020-11-17,25-29,1678
2020-11-17,30-34,1743
2020-11-17,35-39,1656
2020-11-17,40-44,1565
2020-11-17,45-49,1650
2020-11-17,5-9,635
2020-11-17,50-54,1638
2020-11-17,55-59,1477
2020-11-17,60-64,1065
2020-11-17,65-69,623
2020-11-17,70-74,522
2020-11-17,75-79,405
2020-11-17,80-84,450
2020-11-17,85-89,399
2020-11-17,90+,392
2020-11-18,0-4,412
2020-11-18,10-14,1232
2020-11-18,15-19,1272
2020-11-18,20-24,1386
2020-11-18,25-29,1449
2020-11-18,30-34,1569
2020-11-18,35-39,1436
2020-11-18,40-44,1418
2020-11-18,45-49,1434
2020-11-18,5-9,585
2020-11-18,50-54,1398
2020-11-18,55-59,1211
2020-11-18,60-64,826
2020-11-18,65-69,526
2020-11-18,70-74,456
2020-11-18,75-79,377
2020-11-18,80-84,341
2020-11-18,85-89,304
2020-11-18,90+,302
2020-11-19,0-4,404
2020-11-19,10-14,1119
2020-11-19,15-19,1250
2020-11-19,20-24,1372
2020-11-19,25-29,1422
2020-11-19,30-34,1498
2020-11-19,35-39,1360
2020-11-19,40-44,1344
2020-11-19,45-49,1410
2020-11-19,5-9,579
2020-11-19,50-54,1296
2020-11-19,55-59,1145
2020-11-19,60-64,797
2020-11-19,65-69,490
2020-11-19,70-74,461
2020-11-19,75-79,380
2020-11-19,80-84,362
2020-11-19,85-89,318
2020-11-19,90+,296
2020-11-20,0-4,343
2020-11-20,10-14,1018
2020-11-20,15-19,1080
2020-11-20,20-24,1171
2020-11-20,25-29,1336
2020-11-20,30-34,1316
2020-11-20,35-39,1237
2020-11-20,40-44,1221
2020-11-20,45-49,1205
2020-11-20,5-9,534
2020-11-20,50-54,1156
2020-11-20,55-59,1002
2020-11-20,60-64,709
2020-11-20,65-69,472
2020-11-20,70-74,420
2020-11-20,75-79,342
2020-11-20,80-84,331
2020-11-20,85-89,313
2020-11-20,90+,290
2020-11-21,0-4,241
2020-11-21,10-14,748
2020-11-21,15-19,791
2020-11-21,20-24,810
2020-11-21,25-29,910
2020-11-21,30-34,940
2020-11-21,35-39,952
2020-11-21,40-44,898
2020-11-21,45-49,890
2020-11-21,5-9,352
2020-11-21,50-54,955
2020-11-21,55-59,763
2020-11-21,60-64,511
2020-11-21,65-69,330
2020-11-21,70-74,308
2020-11-21,75-79,233
2020-11-21,80-84,256
2020-11-21,85-89,226
2020-11-21,90+,175
2020-11-22,0-4,275
2020-11-22,10-14,661
2020-11-22,15-19,745
2020-11-22,20-24,809
2020-11-22,25-29,869
2020-11-22,30-34,898
2020-11-22,35-39,928
2020-11-22,40-44,892
2020-11-22,45-49,890
2020-11-22,5-9,352
2020-11-22,50-54,906
2020-11-22,55-59,668
2020-11-22,60-64,508
2020-11-22,65-69,309
2020-11-22,70-74,263
2020-11-22,75-79,238
2020-11-22,80-84,218
2020-11-22,85-89,196
2020-11-22,90+,176
2020-11-23,0-4,347
2020-11-23,10-14,1161
2020-11-23,15-19,1209
2020-11-23,20-24,1198
2020-11-23,25-29,1355
2020-11-23,30-34,1396
2020-11-23,35-39,1335
2020-11-23,40-44,1386
2020-11-23,45-49,1318
2020-11-23,5-9,576
2020-11-23,50-54,1243
2020-11-23,55-59,1107
2020-11-23,60-64,777
2020-11-23,65-69,471
2020-11-23,70-74,380
2020-11-23,75-79,342
2020-11-23,80-84,359
2020-11-23,85-89,337
2020-11-23,90+,332
2020-11-24,0-4,331
2020-11-24,10-14,975
2020-11-24,15-19,1006
2020-11-24,20-24,1042
2020-11-24,25-29,1206
2020-11-24,30-34,1272
2020-11-24,35-39,1204
2020-11-24,40-44,1155
2020-11-24,45-49,1207
2020-11-24,5-9,496
2020-11-24,50-54,1072
2020-11-24,55-59,939
2020-11-24,60-64,715
2020-11-24,65-69,367
2020-11-24,70-74,360
2020-11-24,75-79,305
2020-11-24,80-84,378
2020-11-24,85-89,384
2020-11-24,90+,353
2020-11-25,0-4,343
2020-11-25,10-14,1115
2020-11-25,15-19,1051
2020-11-25,20-24,1133
2020-11-25,25-29,1224
2020-11-25,30-34,1258
2020-11-25,35-39,1232
2020-11-25,40-44,1216
2020-11-25,45-49,1202
2020-11-25,5-9,555
2020-11-25,50-54,1116
2020-11-25,55-59,959
2020-11-25,60-64,650
2020-11-25,65-69,397
2020-11-25,70-74,366
2020-11-25,75-79,324
2020-11-25,80-84,311
2020-11-25,85-89,289
2020-11-25,90+,259
2020-11-26,0-4,329
2020-11-26,10-14,948
2020-11-26,15-19,973
2020-11-26,20-24,925
2020-11-26,25-29,1098
2020-11-26,30-34,1185
2020-11-26,35-39,1095
2020-11-26,40-44,1068
2020-11-26,45-49,1018
2020-11-26,5-9,469
2020-11-26,50-54,934
2020-11-26,55-59,800
2020-11-26,60-64,640
2020-11-26,65-69,335
2020-11-26,70-74,294
2020-11-26,75-79,293
2020-11-26,80-84,293
2020-11-26,85-89,237
2020-11-26,90+,264
2020-11-27,0-4,312
2020-11-27,10-14,934
2020-11-27,15-19,951
2020-11-27,20-24,926
2020-11-27,25-29,1028
2020-11-27,30-34,1120
2020-11-27,35-39,1070
2020-11-27,40-44,1093
2020-11-27,45-49,999
2020-11-27,5-9,528
2020-11-27,50-54,1034
2020-11-27,55-59,826
2020-11-27,60-64,640
2020-11-27,65-69,407
2020-11-27,70-74,363
2020-11-27,75-79,322
2020-11-27,80-84,316
2020-11-27,85-89,281
2020-11-27,90+,306
2020-11-28,0-4,224
2020-11-28,10-14,674
2020-11-28,15-19,698
2020-11-28,20-24,705
2020-11-28,25-29,856
2020-11-28,30-34,895
2020-11-28,35-39,858
2020-11-28,40-44,822
2020-11-28,45-49,824
2020-11-28,5-9,337
2020-11-28,50-54,785
2020-11-28,55-59,665
2020-11-28,60-64,467
2020-11-28,65-69,277
2020-11-28,70-74,209
2020-11-28,75-79,215
2020-11-28,80-84,196
2020-11-28,85-89,197
2020-11-28,90+,180
2020-11-29,0-4,259
2020-11-29,10-14,682
2020-11-29,15-19,682
2020-11-29,20-24,739
2020-11-29,25-29,807
2020-11-29,30-34,855
2020-11-29,35-39,872
2020-11-29,40-44,854
2020-11-29,45-49,880
2020-11-29,5-9,363
2020-11-29,50-54,826
2020-11-29,55-59,645
2020-11-29,60-64,434
2020-11-29,65-69,280
2020-11-29,70-74,221
2020-11-29,75-79,225
2020-11-29,80-84,240
2020-11-29,85-89,224
2020-11-29,90+,189
2020-11-30,0-4,313
2020-11-30,10-14,1146
2020-11-30,15-19,1023
2020-11-30,20-24,930
2020-11-30,25-29,1206
2020-11-30,30-34,1219
2020-11-30,35-39,1196
2020-11-30,40-44,1182
2020-11-30,45-49,1219
2020-11-30,5-9,568
2020-11-30,50-54,1161
2020-11-30,55-59,908
2020-11-30,60-64,669
2020-11-30,65-69,388
2020-11-30,70-74,340
2020-11-30,75-79,344
2020-11-30,80-84,341
2020-11-30,85-89,335
2020-11-30,90+,381
2020-12-01,0-4,340
2020-12-01,10-14,1053
2020-12-01,15-19,1086
2020-12-01,20-24,1007
2020-12-01,25-29,1144
2020-12-01,30-34,1287
2020-12-01,35-39,1203
2020-12-01,40-44,1143
2020-12-01,45-49,1145
2020-12-01,5-9,556
2020-12-01,50-54,1169
2020-12-01,55-59,910
2020-12-01,60-64,633
2020-12-01,65-69,385
2020-12-01,70-74,348
2020-12-01,75-79,309
2020-12-01,80-84,348
2020-12-01,85-89,362
2020-12-01,90+,395
2020-12-02,0-4,352
2020-12-02,10-14,976
2020-12-02,15-19,1042
2020-12-02,20-24,1081
2020-12-02,25-29,1198
2020-12-02,30-34,1214
2020-12-02,35-39,1248
2020-12-02,40-44,1276
2020-12-02,45-49,1184
2020-12-02,5-9,568
2020-12-02,50-54,1112
2020-12-02,55-59,939
2020-12-02,60-64,688
2020-12-02,65-69,396
2020-12-02,70-74,343
2020-12-02,75-79,276
2020-12-02,80-84,291
2020-12-02,85-89,325
2020-12-02,90+,277
2020-12-03,0-4,336
2020-12-03,10-14,993
2020-12-03,15-19,953
2020-12-03,20-24,1027
2020-12-03,25-29,1161
2020-12-03,30-34,1121
2020-12-03,35-39,1226
2020-12-03,40-44,1195
2020-12-03,45-49,1097
2020-12-03,5-9,569
2020-12-03,50-54,946
2020-12-03,55-59,820
2020-12-03,60-64,618
2020-12-03,65-69,381
2020-12-03,70-74,337
2020-12-03,75-79,296
2020-12-03,80-84,278
2020-12-03,85-89,281
2020-12-03,90+,259
2020-12-04,0-4,326
2020-12-04,10-14,1101
2020-12-04,15-19,1026
2020-12-04,20-24,984
2020-12-04,25-29,1104
2020-12-04,30-34,1196
2020-12-04,35-39,1161
2020-12-04,40-44,1139
2020-12-04,45-49,1133
2020-12-04,5-9,603
2020-12-04,50-54,1147
2020-12-04,55-59,841
2020-12-04,60-64,631
2020-12-04,65-69,415
2020-12-04,70-74,332
2020-12-04,75-79,324
2020-12-04,80-84,306
2020-12-04,85-89,291
2020-12-04,90+,306
2020-12-05,0-4,271
2020-12-05,10-14,816
2020-12-05,15-19,866
2020-12-05,20-24,884
2020-12-05,25-29,1003
2020-12-05,30-34,1066
2020-12-05,35-39,975
2020-12-05,40-44,1006
2020-12-05,45-49,986
2020-12-05,5-9,437
2020-12-05,50-54,916
2020-12-05,55-59,747
2020-12-05,60-64,548
2020-12-05,65-69,311
2020-12-05,70-74,302
2020-12-05,75-79,246
2020-12-05,80-84,238
2020-12-05,85-89,194
2020-12-05,90+,162
2020-12-06,0-4,317
2020-12-06,10-14,889
2020-12-06,15-19,942
2020-12-06,20-24,909
2020-12-06,25-29,1031
2020-12-06,30-34,1112
2020-12-06,35-39,1144
2020-12-06,40-44,1055
2020-12-06,45-49,1091
2020-12-06,5-9,443
2020-12-06,50-54,941
2020-12-06,55-59,786
2020-12-06,60-64,558
2020-12-06,65-69,370
2020-12-06,70-74,301
2020-12-06,75-79,246
2020-12-06,80-84,243
2020-12-06,85-89,223
2020-12-06,90+,204
2020-12-07,0-4,400
2020-12-07,10-14,1280
2020-12-07,15-19,1372
2020-12-07,20-24,1232
2020-12-07,25-29,1374
2020-12-07,30-34,1500
2020-12-07,35-39,1553
2020-12-07,40-44,1495
2020-12-07,45-49,1511
2020-12-07,5-9,703
2020-12-07,50-54,1341
2020-12-07,55-59,1198
2020-12-07,60-64,798
2020-12-07,65-69,451
2020-12-07,70-74,338
2020-12-07,75-79,345
2020-12-07,80-84,382
2020-12-07,85-89,327
2020-12-07,90+,365
2020-12-08,0-4,450
2020-12-08,10-14,1329
2020-12-08,15-19,1285
2020-12-08,20-24,1366
2020-12-08,25-29,1593
2020-12-08,30-34,1615
2020-12-08,35-39,1593
2020-12-08,40-44,1575
2020-12-08,45-49,1440
2020-12-08,5-9,682
2020-12-08,50-54,1362
2020-12-08,55-59,1155
2020-12-08,60-64,807
2020-12-08,65-69,514
2020-12-08,70-74,414
2020-12-08,75-79,340
2020-12-08,80-84,388
2020-12-08,85-89,380
2020-12-08,90+,378
2020-12-09,0-4,427
2020-12-09,10-14,1405
2020-12-09,15-19,1342
2020-12-09,20-24,1537
2020-12-09,25-29,1738
2020-12-09,30-34,1650
2020-12-09,35-39,1638
2020-12-09,40-44,1556
2020-12-09,45-49,1477
2020-12-09,5-9,684
2020-12-09,50-54,1423
2020-12-09,55-59,1206
2020-12-09,60-64,880
2020-12-09,65-69,445
2020-12-09,70-74,411
2020-12-09,75-79,344
2020-12-09,80-84,369
2020-12-09,85-89,368
2020-12-09,90+,332
2020-12-10,0-4,492
2020-12-10,10-14,1378
2020-12-10,15-19,1500
2020-12-10,20-24,1605
2020-12-10,25-29,1836
2020-12-10,30-34,1782
2020-12-10,35-39,1783
2020-12-10,40-44,1817
2020-12-10,45-49,1672
2020-12-10,5-9,771
2020-12-10,50-54,1484
2020-12-10,55-59,1251
2020-12-10,60-64,880
2020-12-10,65-69,485
2020-12-10,70-74,418
2020-12-10,75-79,346
2020-12-10,80-84,389
2020-12-10,85-89,375
2020-12-10,90+,338
2020-12-11,0-4,544
2020-12-11,10-14,1563
2020-12-11,15-19,1694
2020-12-11,20-24,1698
2020-12-11,25-29,1922
2020-12-11,30-34,2048
2020-12-11,35-39,2082
2020-12-11,40-44,1882
2020-12-11,45-49,1862
2020-12-11,5-9,863
2020-12-11,50-54,1800
2020-12-11,55-59,1489
2020-12-11,60-64,1035
2020-12-11,65-69,662
2020-12-11,70-74,555
2020-12-11,75-79,448
2020-12-11,80-84,476
2020-12-11,85-89,411
2020-12-11,90+,386
2020-12-12,0-4,381
2020-12-12,10-14,1146
2020-12-12,15-19,1179
2020-12-12,20-24,1167
2020-12-12,25-29,1314
2020-12-12,30-34,1439
2020-12-12,35-39,1426
2020-12-12,40-44,1388
2020-12-12,45-49,1345
2020-12-12,5-9,591
2020-12-12,50-54,1199
2020-12-12,55-59,976
2020-12-12,60-64,677
2020-12-12,65-69,379
2020-12-12,70-74,299
2020-12-12,75-79,284
2020-12-12,80-84,241
2020-12-12,85-89,255
2020-12-12,90+,202
2020-12-13,0-4,446
2020-12-13,10-14,1358
2020-12-13,15-19,1345
2020-12-13,20-24,1268
2020-12-13,25-29,1541
2020-12-13,30-34,1602
2020-12-13,35-39,1632
2020-12-13,40-44,1562
2020-12-13,45-49,1504
2020-12-13,5-9,671
2020-12-13,50-54,1364
2020-12-13,55-59,1059
2020-12-13,60-64,716
2020-12-13,65-69,452
2020-12-13,70-74,382
2020-12-13,75-79,302
2020-12-13,80-84,310
2020-12-13,85-89,265
2020-12-13,90+,237
2020-12-14,0-4,695
2020-12-14,10-14,2215
2020-12-14,15-19,2099
2020-12-14,20-24,2182
2020-12-14,25-29,2620
2020-12-14,30-34,2661
2020-12-14,35-39,2549
2020-12-14,40-44,2481
2020-12-14,45-49,2475
2020-12-14,5-9,1098
2020-12-14,50-54,2345
2020-12-14,55-59,1881
2020-12-14,60-64,1294
2020-12-14,65-69,705
2020-12-14,70-74,589
2020-12-14,75-79,504
2020-12-14,80-84,519
2020-12-14,85-89,505
2020-12-14,90+,532
2020-12-15,0-4,620
2020-12-15,10-14,1968
2020-12-15,15-19,2060
2020-12-15,20-24,2328
2020-12-15,25-29,2963
2020-12-15,30-34,2703
2020-12-15,35-39,2583
2020-12-15,40-44,2426
2020-12-15,45-49,2322
2020-12-15,5-9,991
2020-12-15,50-54,2224
2020-12-15,55-59,1925
2020-12-15,60-64,1170
2020-12-15,65-69,717
2020-12-15,70-74,555
2020-12-15,75-79,478
2020-12-15,80-84,497
2020-12-15,85-89,480
2020-12-15,90+,437
2020-12-16,0-4,977
2020-12-16,10-14,2156
2020-12-16,15-19,2706
2020-12-16,20-24,3660
2020-12-16,25-29,4219
2020-12-16,30-34,4093
2020-12-16,35-39,3624
2020-12-16,40-44,3422
2020-12-16,45-49,3286
2020-12-16,5-9,1296
2020-12-16,50-54,3250
2020-12-16,55-59,2681
2020-12-16,60-64,1860
2020-12-16,65-69,1140
2020-12-16,70-74,929
2020-12-16,75-79,634
2020-12-16,80-84,563
2020-12-16,85-89,488
2020-12-16,90+,403
2020-12-17,0-4,722
2020-12-17,10-14,1610
2020-12-17,15-19,2037
2020-12-17,20-24,2714
2020-12-17,25-29,3354
2020-12-17,30-34,3256
2020-12-17,35-39,2890
2020-12-17,40-44,2807
2020-12-17,45-49,2589
2020-12-17,5-9,910
2020-12-17,50-54,2371
2020-12-17,55-59,2037
2020-12-17,60-64,1447
2020-12-17,65-69,836
2020-12-17,70-74,711
2020-12-17,75-79,543
2020-12-17,80-84,511
2020-12-17,85-89,444
2020-12-17,90+,416
2020-12-18,0-4,827
2020-12-18,10-14,1833
2020-12-18,15-19,1987
2020-12-18,20-24,2871
2020-12-18,25-29,3443
2020-12-18,30-34,3379
2020-12-18,35-39,3147
2020-12-18,40-44,2918
2020-12-18,45-49,2872
2020-12-18,5-9,1050
2020-12-18,50-54,2812
2020-12-18,55-59,2277
2020-12-18,60-64,1551
2020-12-18,65-69,951
2020-12-18,70-74,747
2020-12-18,75-79,593
2020-12-18,80-84,500
2020-12-18,85-89,498
2020-12-18,90+,373
2020-12-19,0-4,608
2020-12-19,10-14,1292
2020-12-19,15-19,1372
2020-12-19,20-24,1818
2020-12-19,25-29,2385
2020-12-19,30-34,2363
2020-12-19,35-39,2230
2020-12-19,40-44,2021
2020-12-19,45-49,1939
2020-12-19,5-9,704
2020-12-19,50-54,1824
2020-12-19,55-59,1546
2020-12-19,60-64,1087
2020-12-19,65-69,656
2020-12-19,70-74,572
2020-12-19,75-79,440
2020-12-19,80-84,358
2020-12-19,85-89,339
2020-12-19,90+,307
2020-12-20,0-4,804
2020-12-20,10-14,1509
2020-12-20,15-19,1796
2020-12-20,20-24,2709
2020-12-20,25-29,3300
2020-12-20,30-34,3103
2020-12-20,35-39,2894
2020-12-20,40-44,2671
2020-12-20,45-49,2611
2020-12-20,5-9,928
2020-12-20,50-54,2442
2020-12-20,55-59,2165
2020-12-20,60-64,1437
2020-12-20,65-69,857
2020-12-20,70-74,686
2020-12-20,75-79,459
2020-12-20,80-84,400
2020-12-20,85-89,331
